id|description|gtin|stock_quantity|unit_price
1431|Beef - Eye Of Round|7898190487617|27.23|79.8007
1432|Milk - Homo|7894930263131|32.75|81.1211
1433|Carrots - Mini Stem On|7898397251988|654.02|45.0911
1434|Tomatoes|7890038804699|980.1|4.3624
1435|Potatoes - Instant Mashed|7898127435931|158.4|14.4916
1436|Wine - Wyndham Estate Bin 777|7890655395854|978.71|85.2208
1437|Pepper - Red Chili|7890673417609||41.1131
1438|Glass Clear 7 Oz Xl|7893650362592|996.79|88.7373
1439|Pepper - Yellow Bell|7891842812617||46.0882
1440|Sorrel - Fresh|7891416095155|496.16|74.1047
1441|Cheese - Mozzarella|7891797718488|342.57|85.4396
1442|Roe - Lump Fish Red|7892739971697|776.73|49.6219
1443|Coriander - Ground|7899384741727|893.45|63.956
1444|Asparagus - White Fresh|7890487304827|330.36|21.9148
1445|Steampan Lid|7891848864889|701.51|97.6557
1446|Wine - White Antinore Orvieto|7892826190632|840.68|78.9106
1447|Truffle Shells - White Chocolate|7895000555613|156.15|18.1516
1448|Wine - Barossa Valley Estate|7895350927681|439.95|88.2508
1449|Cheese - Colby|7895482772333|943.03|41.9591
1450|Avocado|7896974687480|305.84|7.3461
1451|Onions - Red Pearl|7895991235319|596.38|63.3063
1452|Pastry - Chocolate Marble Tea|7899717197876|923.3|80.5346
1453|Towel Multifold|7899907283992|925.26|84.4737
1454|Muffin Mix - Chocolate Chip|7892331882564|576.5|29.2743
1455|Garlic|7896770337024|760.87|32.4461
1456|Scotch - Queen Anne|7897202536725|254.33|46.4325
1457|Pepper - Pablano|7898277304396|866.61|66.0115
1458|Pork - Butt Boneless||998.18|81.0619
1459|Bag Stand|7899799705266|191.85|73.3904
1460|Muffin - Bran Ind Wrpd|||57.0943
1461|Wine - Ruffino Chianti Classico|7892308014148|860.88|38.617
1462|Pop Shoppe Cream Soda|7894490064736|302.15|76.5424
1463|Soup - Campbells Minestrone|7892756828467|337.85|57.9506
1464|Bread - Hamburger Buns|7891096308452|548.69|4.4676
1465|Muffin - Mix - Bran And Maple 15l|7899092570308|35.76|79.3445
1466|Skirt - 24 Foot|7891213754231|828.26|59.388
1467|Wine - Pinot Noir Latour|7890876088861|217.92|28.3469
1468|Sweet Pea Sprouts|7890579345974|522.61|93.1355
1469|Coconut - Shredded Sweet||815.77|78.3187
1470|Beer - Original Organic Lager|7896595895057|674.84|93.0394
1471|Tortillas - Flour 8|7896273007043|964.64|18.8095
1472|Flour - Corn Fine|7898911040612|415.81|80.1135
1473|Samosa - Veg|7899200691864|428.38|28.3301
1474|Curry Paste - Green Masala|7895860997586|881.27|83.4637
1475|Beef Wellington|7896894639524|952.59|32.5097
1476|Cheese - Perron Cheddar|7898335407851|893.5|79.459
1477|Tomatoes - Plum Canned|7892815836535|29.29|62.1382
1478|Sweet Pea Sprouts|7899984685452|21.82|8.1444
1479|Ice Cream - Life Savers|7890735579131|923.6|53.1257
1480|Cheese - Wine|7891341882841|825.22|32.1522
1481|Bread - White Unsliced|7896019377278|71.01|86.9893
1482|Cheese - Brie Triple Creme|7896708185978|941.37|85.0692
1483|Dc - Sakura Fu|7890981727915|269.19|15.8561
1484|Coffee - Decafenated|7894505125903|657.93|61.9993
1485|Compound - Strawberry|7896924697387|256.22|31.5148
1486|Cheese - Brie Triple Creme|7892224222808|692.76|41.0359
1487|Dill Weed - Dry|7894728280071|992.93|74.04
1488|Yams|7895632481153|267.41|30.9661
1489|Chips - Doritos|7890184943718|619.09|40.7079
1490|Pork - Tenderloin Frozen|7894756704179|975.05|54.1731
1491|Marsala - Sperone Fine D.o.c.|7894278319013|603.8|15.7219
1492|Cheese - Valancey|7893811115258|923.29|98.935
1493|Pork - Sausage Medium|7896997138743|590.82|67.604
1494|Cookies - Fortune|7892237840354|75.94|37.8436
1495|Water - Tonic|7894290194959|673.32|17.943
1496|Eggplant - Baby|7894974728560|64.27|95.0292
1497|Yoplait - Strawbrasp Peac||865.8|17.2723
1498|Sauce - Balsamic Viniagrette|7895624224894|215.73|51.2287
1499|Frangelico|7899444984344|191.08|51.7008
1500|Peas - Frozen|7897848695453|693.67|4.9535
1501|Pastry - Mini French Pastries|7892022812952|180.84|23.4729
1502|Container Clear 8 Oz|7890716474953||92.2551
1503|Cup - Translucent 7 Oz Clear|7898453328941|146.77|31.8485
1504|Island Oasis - Magarita Mix|7895196766759|688.65|3.5638
1505|Wine - White Ej|7892524805759||67.7955
1506|Wine - Maipo Valle Cabernet|7890324624820|471.9|28.6843
1507|Plums - Red|7897091421561|281.48|55.4996
1508|Puree - Passion Fruit|||73.4549
1509|Fruit Mix - Light|7892080717230|637.03|17.2475
1510|Ecolab - Hobart Upr Prewash Arm|7893544421243||32.9065
1511|Beef - Kindney Whole|7896007805264|845.52|74.5007
1512|Bacardi Raspberry|7895441292041|772.73|51.1342
1513|Wine - White Concha Y Toro|7890743165920|901.13|62.7012
1514|Vanilla Beans|7891180763714|804.48|53.5145
1515|Salt - Seasoned|7891410683449|541.36|38.431
1516|Iced Tea - Lemon 460 Ml||566.35|45.6798
1517|Crab - Claws 26 - 30|7896665493395|256.27|79.6299
1518|Sherbet - Raspberry|7894807218077|285.84|74.4198
1519|Carbonated Water - Orange|7895917130564|178.01|42.8945
1520|Dawn Professionl Pot And Pan|7899998772092|648.77|26.7841
1521|Coconut Milk - Unsweetened|7890333635902|605.97|81.8612
1522|Potatoes - Parissienne|7899953041098|567.81|26.9193
1523|Beef - Kobe Striploin|7899157868990|826.62|68.568
1524|V8 Splash Strawberry Kiwi||304.28|78.9273
1525|Tomatoes - Diced Canned|7895500468698|859.1|74.6112
1526|Basil - Primerba Paste|7895344168260|357.62|51.6149
1527|Rice - Wild|7895959307750|783.87|33.6878
1528|Soup Campbells Turkey Veg.|7897815116989|750.09|71.3884
1529|Scrubbie - Scotchbrite Hand Pad|7891744481467|913.35|43.5475
1530|Table Cloth 54x54 White|7899499622643|404.44|28.5779
1531|Tart Shells - Sweet 3|7891962951744|168.04|54.772
1532|Ketchup - Tomato|7892068357581|822.03|98.7753
1533|Steel Wool|7891656241681|115.93|77.7575
1534|Olives - Green Pitted|7893155887895|402.11|15.8973
1535|Straws - Cocktale|7892399343104|814.28|93.9672
1536|Pasta - Elbows Macaroni Dry|7890876254657|865.72|56.1801
1537|Compound - Rum|7892641719385|175.96|30.8918
1538|Appetizer - Mushroom Tart|7891361801773|586.18|23.219
1539|Apple - Northern Spy|7894861535169|907.51|58.2242
1540|Lettuce - Baby Salad Greens|7895086456203|31.1|84.5198
1541|Seedlings - Clamshell|7897185708741|869.75|92.0807
1542|Pimento - Canned|7893317137083||34.8412
1543|Truffle - Whole Black Peeled|7898640576088|444.33|58.0743
1544|Beef - Inside Round|7891425937425|267.18|23.8885
1545|Carbonated Water - White Grape|7895417155093|144.5|8.5911
1546|Potatoes - Idaho 100 Count|7897275909909|259.54|5.9603
1547|Quinoa|7894156576283|140.55|5.4311
1548|Pickerel - Fillets|7897840732422|734.95|22.661
1549|Turkey Leg With Drum And Thigh|7897299210381|503.49|66.2261
1550|Baking Powder|7894259684297|788.81|14.6832
1551|Chips - Miss Vickies|7892209667932|463.01|11.6253
1552|Cilantro / Coriander - Fresh|7892958480307|49.97|91.1632
1553|Extract - Almond|7895606024212|204.42|70.4753
1554|Kiwi|7891519727421|329.8|41.8094
1555|Soup - Cream Of Broccoli|7892190930299|240.41|30.5486
1556|Wine - Magnotta - Cab Franc|7895431912955|513.05|21.972
1557|Jolt Cola - Electric Blue|7897666100612|29.87|97.7466
1558|Bread - Pullman Sliced|7893553610618|444.81|29.0853
1559|Island Oasis - Ice Cream Mix|7895751248121|518.25|43.7162
1560|Wine - Sherry Dry Sack William|7896761092366|79.08|7.5169
1561|Syrup - Pancake|7896134224956|351.56|53.6527
1562|Lamb - Shoulder|7896125826494|638.99|48.8486
1563|Alize Red Passion|7892782337579|676.06|29.8494
1564|Rum - Cream Amarula|7891836276132|260.64|63.1934
1565|Beef - Ox Tongue Pickled|7898812246835|665.68|39.3265
1566|Wine - Alsace Gewurztraminer|7892341177078|493.48|65.4527
1567|Beans - Long Chinese|7899409317306|361.9|3.1096
1568|Pie Filling - Cherry|7896748200501|450.65|55.9473
1569|Sauce Bbq Smokey|7892348047454|354.67|16.8561
1570|Beer - Alexander Kieths Pale Ale|7894544351212|483.43|59.5548
1571|Pepsi - Diet 355 Ml|7895139496330|56.89|90.5061
1572|Piping Jelly - All Colours|7896450076963|895.18|57.222
1573|Lid Tray - 12in Dome|7895485333808|283.45|70.9231
1574|Fondant - Icing|7895549133129|580.1|66.9038
1575|Carrots - Mini Stem On|7893688025144||73.3028
1576|Gatorade - Xfactor Berry|7897027382478|805.29|18.8352
1577|Basil - Thai|7897665302039|855.01|4.0291
1578|Cheese - Victor Et Berthold|7896469599421|583.71|78.8119
1579|Wine - Remy Pannier Rose|7893527928503|29.87|54.5036
1580|Ice Cream - Super Sandwich|7896819225507|746.68|98.3083
1581|Cake - Pancake|7897322474377||46.343
1582|Cod - Black Whole Fillet|7898023504278|9.0|35.8879
1583|Lumpfish Black|7894918848528|795.9|71.9732
1584|Plate - Foam Bread And Butter|7890113893935|37.8|10.2273
1585|Pickles - Gherkins|7895893079721||65.6825
1586|Squash - Sunburst||913.22|34.0459
1587|Mussels - Frozen|7893997903405|657.13|28.4704
1588|Oil - Food Lacquer Spray|7890716741761|672.64|28.1922
1589|Bread - Sour Batard|7890665740282|18.74|87.1445
1590|Cheese - Bocconcini|7898043457619|114.7|3.9779
1591|Rum - Cream Amarula|7893840176125|203.94|62.8522
1592|Bay Leaf Ground|7893960040465|642.02|11.9543
1593|Salmon Steak - Cohoe 6 Oz|7894671747006|9.89|36.8874
1594|Juice - Orangina|7899686011292|278.66|35.3402
1595|Crawfish|7897592794952|609.5|81.7609
1596|Cardamon Ground|7894847372265|890.74|20.9027
1597|Bar Special K|7897850369288|874.66|33.5279
1598|Island Oasis - Ice Cream Mix|7896868930104|511.92|60.9812
1599|Wine - Chateau Bonnet|7892288630999|424.35|19.8834
1600|Nut - Walnut Pieces|7898067345442|783.19|61.0246
1601|Quiche Assorted|7892582480866|456.04|4.3944
1602|Lamb - Shoulder|7890109298138||37.8043
1603|Bouq All Italian - Primerba|7890852551779|985.69|30.6212
1604|Latex Rubber Gloves Size 9|7893990232418|508.47|72.983
1605|Squid Ink|7891316420808|168.0|47.2196
1606|Paste - Black Olive|7895612280563|365.31|56.2212
1607|Shrimp - Black Tiger 13/15|7899943489091|397.25|79.74
1608|Meldea Green Tea Liquor|7898920825217|46.3|43.3069
1609|Carbonated Water - Cherry|7890734887782|832.33|58.5445
1610|Lychee|7898072530664|901.89|7.8033
1611|Bread - Italian Corn Meal Poly|7894256041104|16.7|74.0827
1612|Drambuie|7892727325966|296.72|34.427
1613|Coconut - Shredded Unsweet|7891551012527|246.23|90.2759
1614|Cranberries - Dry|7891736785347|772.0|74.9384
1615|Peach - Halves|7894959936649|764.96|25.183
1616|Cocoa Butter|7891304372667|641.6|93.0787
1617|Pork - Ham Hocks - Smoked|7897996037795|619.61|77.8764
1618|Lemonade - Natural 591 Ml|7890306340030|639.59|20.4909
1619|Energy Drink - Franks Pineapple|7890458089648|81.16|9.8368
1620|Chocolate Eclairs|7895041180609|427.36|48.6531
1621|Chocolate - Mi - Amere Semi|7894643457493|854.14|35.9507
1622|Wine - Red Cooking|7890253591727|141.55|18.4756
1623|Anisette - Mcguiness|7890607551374|419.94|95.8954
1624|Soap - Hand Soap|7891164606925|112.45|12.5994
1625|Capers - Pickled|7894963346309|560.47|93.0244
1626|Quinoa|7892668786890|537.79|19.2559
1627|Fish - Base Bouillion|7899954111263|687.96|82.2575
1628|Muffin Mix - Corn Harvest|7894123130794|847.28|37.9206
1629|Wine - Alicanca Vinho Verde|7891137844384|369.21|80.7201
1630|Coffee - Beans Whole|7894029334172|85.16|67.135
1631|Syrup - Monin Irish Cream|7894974161594|89.56|40.0402
1632|Seaweed Green Sheets|7892408428079|971.51|17.7676
1633|Tomatoes - Orange|7890221062540|758.81|9.3279
1634|Bok Choy - Baby|7898111574041|406.15|77.9546
1635|Chicken - White Meat No Tender|7892032387491|948.02|4.9686
1636|Pectin|7891335128182|548.94|52.3847
1637|Cabbage - Nappa|7899817127102|487.62|27.3755
1638|Asparagus - White Fresh|7899862685570|725.2|55.2515
1639|Compound - Strawberry|7892464171392|204.88|67.9806
1640|Syrup - Kahlua Chocolate|7894462340950|725.18|22.019
1641|Wine - Black Tower Qr|7897072827533|668.99|6.4773
1642|Wine - Balbach Riverside|7895508551033|693.61|46.0461
1643|Chicken - Whole|7897741937278||62.0142
1644|Pork - Smoked Back Bacon|7897910294677|502.53|16.4253
1645|Apron|7890088744304|882.51|51.1336
1646|Towel - Roll White|7898138177632|572.17|1.9413
1647|Chocolate Bar - Oh Henry|7893853445816|60.76|50.8247
1648|Bacardi Raspberry|7899300443661|697.98|33.1612
1649|Bagel - Everything|7895141394871|893.03|58.6877
1650|Filter - Coffee||329.37|89.625
1651|Rootbeer|7891610190331|121.65|31.1844
1652|Huck Towels White|7895321118797|820.86|0.3777
1653|Bowl 12 Oz - Showcase 92012|7891726894367|790.21|39.4032
1654|Kahlua|7898004444771|4.86|52.9732
1655|Liquid Aminios Acid - Braggs|7893515461848||91.1097
1656|Flour - Semolina|7897221563100|755.47|40.0081
1657|Sambuca Cream|7890065463800|629.18|84.6187
1658|Cherries - Bing Canned|7899511781089|835.37|51.7822
1659|Wine - Casillero Del Diablo|7895028915757|602.06|35.2355
1660|Bread Bowl Plain|7892605682461|804.35|74.4988
1661|Cheese - Perron Cheddar|7893056323471|326.46|77.4008
1662|Jack Daniels|7892880578940|531.95|88.4641
1663|Basil - Seedlings Cookstown|7891760590223|285.86|90.6266
1664|Chips Potato Swt Chilli Sour|7899375066493|746.29|87.4238
1665|Sambuca Cream|7898760935568|762.67|38.1193
1666|Beef Ground Medium|7897790540016|512.65|0.8148
1667|Monkfish - Fresh||405.86|87.6383
1668|Pork - Shoulder|7892512700790|149.09|31.9476
1669|Crab - Meat|7899497147593|340.34|95.9472
1670|Mangostein|7894879912391|917.26|37.4777
1671|Tart Shells - Savory 3|7895114684602|452.26|64.1275
1672|Juice - Clam 46 Oz|7894073274853|616.18|33.0555
1673|Bamboo Shoots - Sliced|7898745317799|376.32|76.6318
1674|Versatainer Nc - 9388|7899300672653|875.65|94.4388
1675|Pork - Bacon Sliced|7894260731812|423.27|69.9048
1676|Lettuce - Lambs Mash|7896451801238||61.93
1677|Appetizer - Asian Shrimp Roll|7897739910626|673.24|78.7
1678|Yogurt - Strawberry 175 Gr|7893651863897|947.39|73.5403
1679|Chinese Foods - Plain Fried Rice|7891093618713|80.6|69.8444
1680|Coffee - Beans Whole|7899513323878|457.45|63.1234
1681|Oil - Sesame|7890126910278|812.08|49.9765
1682|Beef - Ground Lean Fresh|7897311216237|811.5|97.7453
1683|Red Snapper - Fillet Skin On|7891299988299||74.2585
1684|Lettuce - Mini Greens Whole|7892747660753|818.67|80.92
1685|Bread - Italian Corn Meal Poly|7890938378597|261.0|64.63
1686|Tequila - Sauza Silver|7898035613013|970.2|72.2652
1687|Lady Fingers|7893586823223|111.71|84.323
1688|Dried Cranberries|7897120973356|382.77|44.3877
1689|Nantucket - Kiwi Berry Cktl.|7894188906095|533.04|14.9607
1690|Lemons|7892658450522|53.68|61.0396
1691|Chocolate - White|7895924982388|858.25|84.8872
1692|Turkey Tenderloin Frozen|7896607051964|108.4|97.1682
1693|Wine - Baron De Rothschild|7895966303084|199.96|15.9687
1694|Samosa - Veg|7895538795527|337.38|74.6507
1695|Cheese - Parmesan Cubes|7893498134067|159.93|59.7616
1696|Apple - Granny Smith|7891760810510|704.03|29.1158
1697|Wine - Beaujolais Villages|7896520647663|139.89|21.0661
1698|Veal - Bones|7896518180136|56.38|19.1642
1699|Icecream - Dstk Strw Chseck|7891845243756|345.23|16.5425
1700|Onions - Pearl|7897001407125|1.13|28.5519
1701|Oil - Macadamia|7894252419239||37.2753
1702|Sesame Seed|7891705865074|880.98|71.9894
1703|Appetizer - Lobster Phyllo Roll|7897728111845|869.46|53.8826
1704|Bar Mix - Pina Colada 355 Ml|7895047931388|334.54|69.1324
1705|Mini - Vol Au Vents|7898109353851|675.88|64.3649
1706|Tortillas - Flour 12|7890519576180|229.0|58.0114
1707|Spice - Greek 1 Step||782.36|90.3035
1708|Cake - Lemon Chiffon|7894875772691|386.45|60.0592
1709|Calypso - Black Cherry Lemonade|7898546322218|622.98|31.1422
1710|Sprouts - Onion|7898579538628|125.51|0.2482
1711|Potatoes - Idaho 80 Count|7890234244829|318.94|49.1926
1712|Cheese - Mozzarella Buffalo||441.73|45.5714
1713|Baking Powder|7898480154359|689.49|79.1309
1714|Pastry - Raisin Muffin - Mini|7897598512560|670.62|61.538
1715|Mousse - Passion Fruit|7891189850319|824.11|48.6074
1716|Appetizer - Sausage Rolls|7897061327982|89.08|50.927
1717|Wine - Port Late Bottled Vintage|7890080660452|582.94|59.138
1718|Chicken - Base|7892207640111|262.24|13.9166
1719|Bamboo Shoots - Sliced|7894066662749|211.56|41.2199
1720|Cheese - Pied De Vents|7894884847903|889.68|47.8836
1721|Wine - Zinfandel California 2002|7896540040199|586.4|47.9679
1722|Honey - Liquid|7893355985515|656.12|90.3299
1723|Table Cloth 62x114 White|7898414275573|198.88|97.3296
1724|Chinese Foods - Plain Fried Rice|7890075805284|925.27|53.4696
1725|Tofu - Firm|7898754086494|606.87|79.0549
1726|Chef Hat 20cm|7899374637922|805.63|43.9214
1727|Mop Head - Cotton 24 Oz|7896482774610|600.03|22.3933
1728|Beef - Rib Roast Cap On|7896438577989||69.4801
1729|Chestnuts - Wholecanned|7897614774397|775.45|75.5274
1730|Chicken - Whole Fryers|7894164890786|23.63|46.8647
1731|Tomatoes - Grape|7898916849031|521.91|95.6256
1732|Cheese - Fontina|7892025026609|614.86|44.1863
1733|Eggplant - Regular|7898139205258|362.15|30.3858
1734|Shrimp - 100 / 200 Cold Water|7891605568572|518.18|46.5589
1735|Loaf Pan - 2 Lb Foil|7897835374985|39.86|62.4133
1736|Rice - Brown|7890591144615|183.55|34.5578
1737|Juice - Cranberry 284ml|7898783769946|920.94|82.2733
1738|Duck - Breast|7897822779123|251.94|87.7317
1739|Arctic Char - Fresh Whole|7892080865013|247.58|94.0901
1740|Fudge - Chocolate Fudge|7891110921497|261.32|61.2395
1741|Mussels - Frozen|7896323698178|120.88|38.8165
1742|Fudge - Cream Fudge|7898481287747|647.9|10.3574
1743|Nestea - Ice Tea Diet|7893618843291|521.85|46.5903
1744|Tea - Herbal - 6 Asst|7892870506323|928.2|49.5626
1745|Blouse / Shirt / Sweater|7892497009001|797.41|42.1433
1746|Beans - Fine|7892938555091|108.69|77.5738
1747|Creme De Menthe Green|7894856894317|224.26|20.8815
1748|Nori Sea Weed|7896967633652|921.26|76.9891
1749|Temperature Recording Station|7896501264307|580.58|54.0401
1750|Brandy - Bar||283.71|63.8401
1751|Veal - Provimi Inside|7893281193810|29.29|79.1964
1752|Soupcontfoam16oz 116con|7891774671453|977.6|64.3707
1753|Creme De Cacao White|7892433241062|838.97|35.0225
1754|Sour Puss - Tangerine|7895304668948|154.18|43.582
1755|Arctic Char - Fillets|7893398123469|894.31|21.1059
1756|Olives - Black Pitted|7897990047386|591.67|82.1772
1757|Wine - Malbec Trapiche Reserve|7896485437585|414.23|20.8205
1758|Chivas Regal - 12 Year Old|7896347824531|249.25|66.0676
1759|Wine - Merlot Vina Carmen|7898331581303|214.68|15.1163
1760|Pork - Liver|7893556191865|512.92|38.6674
1761|Pop Shoppe Cream Soda|7898799179285|695.12|6.7791
1762|Rice - 7 Grain Blend|7894026836534|970.27|89.9314
1763|Wine - Rosso Toscano Igt|7895520127431|736.71|28.5742
1764|Soup V8 Roasted Red Pepper|7893247438911||62.6005
1765|Pasta - Angel Hair|7890702462613|498.57|16.9503
1766|Sauce - Caesar Dressing|7898801295690||86.9073
1767|Cheese - Parmigiano Reggiano|7893496138353|270.93|98.2091
1768|Pomegranates|7890235941696|236.16|59.6029
1769|Longan|7898005742107|933.18|89.9725
1770|Lid - 0090 Clear|7894699294533|525.71|2.0554
1771|Anchovy Fillets|7891687041973|689.11|18.7756
1772|Cookie - Oatmeal|7894327185067|536.87|98.3111
1773|Roe - Flying Fish|7893213353368|262.31|57.4048
1774|Pasta - Rotini Colour Dry|7891009525759|148.67|73.4893
1775|Dehydrated Kelp Kombo|7898912725520|21.09|83.5646
1776|Cheese - Montery Jack|7891344769577|402.65|44.1024
1777|Bagel - Whole White Sesame|7893291411547|937.9|85.8778
1778|Oregano - Fresh|7897961548309|884.2|44.0038
1779|Chicken - White Meat With Tender|7897611116299|992.29|19.4743
1780|Cheese - Brie|7890205905319|536.94|83.1687
1781|Squid - Breaded|7890633779671|126.1|88.6229
1782|Dish Towel|7899913229947|526.45|70.89
1783|Coffee - Decafenated|7899747086563|36.31|58.1681
1784|Rootbeer|7895735830079|349.14|26.9563
1785|Mushroom - Shitake Fresh|7890089990310|297.53|58.5948
1786|Table Cloth 91x91 Colour|7897808263879|840.61|72.9446
1787|Turkey - Breast Smoked|7892989373838|965.51|80.6647
1788|Wine - White French Cross|7896298534135|354.69|89.7669
1789|Curry Paste - Green Masala|7898449947016|885.16|35.8085
1790|Flour - Strong|7890646974191|491.64|38.3344
1791|Parsley Italian - Fresh|7896300008696|795.22|51.0314
1792|Beer - Rickards Red|7896904240735|165.67|90.7575
1793|Urban Zen Drinks|7896099481590|11.05|46.4641
1794|Beets - Golden|7894950210265|557.29|3.2759
1795|Thyme - Dried|7890389495470|452.91|29.3885
1796|Iced Tea - Lemon 460 Ml|7893271327298|129.76|67.5214
1797|Wine - Bouchard La Vignee Pinot|7894353947599|234.35|94.4008
1798|Ham - Smoked Bone - In|7898625013876||30.3012
1799|Thyme - Dried|7895378542236|564.99|80.6793
1800|Carbonated Water - Orange|7896286291446|347.72|30.3636
1801|Brandy - Bar|7894591373427|564.05|54.4697
1802|Sauce - Vodka Blush|7898885089606|628.66|5.885
1803|Pear - Prickly|7890765184788|790.84|11.3422
1804|Cup - 4oz Translucent||2.89|30.6273
1805|Onions - Red|7890505587816|564.48|83.5816
1806|Water - Green Tea Refresher||162.63|37.2931
1807|Sole - Iqf|7892607021328|830.01|19.6555
1808|Pasta - Lasagna Noodle Frozen|7897397340155|809.69|28.4245
1809|Pastry - Mini French Pastries||333.38|73.8412
1810|Sugar - Brown|7892366923816|121.89|30.7996
1811|Pasta - Canelloni Single Serve|7891912063381|90.7|10.4978
1812|Sambuca - Opal Nera|7894147598350|207.94|87.112
1813|Chilli Paste Sambal Oelek|7896706455160|9.17|96.8533
1814|Orange - Canned Mandarin|7894509420794|585.73|45.654
1815|Wine - Red Mouton Cadet|7894958542484|707.39|65.1315
1816|Boogies|7899327179158|768.55|73.5105
1817|Ecolab Silver Fusion|7890741080315|820.96|35.2968
1818|Artichoke - Fresh|7895710027837|486.99|46.1664
1819|Thyme - Lemon Fresh|7892378865187|677.14|91.0281
1820|Ice Cream - Life Savers|7894524446536|966.43|0.1778
1821|Glaze - Clear|7894744645078|343.36|5.4157
1822|Pop - Club Soda Can|7896558667629|941.75|2.692
1823|Pork - Backfat|7892810137947|709.44|40.2006
1824|Bread - Dark Rye Loaf|7897740632107|738.21|97.4874
1825|Snapple Raspberry Tea|7898338396013|26.94|1.0614
1826|Wakami Seaweed|7891603296865|872.45|74.4916
1827|Salmon - Atlantic Skin On|7892252169302||3.1868
1828|Juice - V8 Tomato|7894119526334|322.61|44.0139
1829|Onions - Red|7897038825281|660.24|67.5742
1830|Juice - Grape White|7891137277497|885.62|73.9466
1831|Kiwano|7897787235107|532.21|20.0084
1832|Table Cloth 72x144 White|7891925560806|358.64|3.0591
1833|Pasta - Cheese / Spinach Bauletti|7896649947668|513.27|6.135
1834|Broom - Angled|7898131752635|724.22|59.8524
1835|Beer - Labatt Blue|7893432060923|753.04|59.5483
1836|Club Soda - Schweppes 355 Ml|7899998275610|194.54|91.6291
1837|Lettuce - Lambs Mash|7896722355302|943.64|54.4086
1838|Trueblue - Blueberry Cranberry|7892513383716|914.75|66.4012
1839|Vinegar - Cider|7895384466525|710.92|66.9852
1840|Shark - Loin|7897092540355|739.73|14.354
1841|Shrimp - 16/20 Iqf Shell On|7895267950108|362.78|88.4317
1842|Mustard - Seed|7898244084746|651.94|15.4868
1843|Muffin Chocolate Individual Wrap|7896286274672|898.05|30.6621
1844|Pork Casing|7897894099566|856.93|98.3752
1845|Piping - Bags Quizna|7897228164989|680.59|79.9237
1846|Soup Knorr Chili With Beans|7897181091250|37.16|62.9749
1847|Pepper - Red Thai|7891197994996|117.7|75.4793
1848|Wine - Sicilia Igt Nero Avola|7892760215375|183.36|91.9185
1849|Icecream - Dstk Cml And Fdg|7893779223421|875.15|58.3126
1850|Sauce Tomato Pouch|7895878548358|372.08|30.8915
1851|Olives - Black Pitted|7893954513019|120.83|47.7787
1852|Turkey - Whole Fresh|7899339633613|442.76|6.515
1853|Liqueur Banana Ramazzotti|7895705361240|643.76|93.9376
1854|Calypso - Pineapple Passion|7895883266155|346.45|33.7441
1855|Cheese - Bocconcini|7895432463510|189.53|46.7542
1856|Aspic - Amber|7896060329551|772.34|44.1215
1857|Southern Comfort|7895293217051|35.5|89.3802
1858|Pork - Ham Hocks - Smoked|7891387404566|807.14|53.9765
1859|Wine - Zinfandel Rosenblum|7898369099456|7.8|58.0798
1860|Cookies - Englishbay Chochip|7890874853553|930.77|35.0353
1861|Mushroom - Chantrelle Fresh|7890754617307|169.07|47.5104
1862|Pears - Bosc|7899651605130|503.28|46.1983
1863|Lamb - Leg Bone In|7899825112496|720.14|13.1686
1864|Grapefruit - White||888.66|46.4126
1865|Cheese - Roquefort Pappillon|7895090698593|457.29|19.5144
1866|Jam - Marmalade Orange|7892989034445|103.08|12.4521
1867|Juice - Cranberry 341 Ml|7892850569553|494.65|48.2609
1868|Bar Nature Valley|7891741351998|681.2|17.3934
1869|Mustard - Dijon|7894170156626|250.33|41.4274
1870|Pasta - Spaghetti Dry|7894786343247|867.66|7.7358
1871|Syrup - Monin Amaretta|7892469874620|198.59|42.1175
1872|Gloves - Goldtouch Disposable|7899143827115|613.18|29.8409
1873|Pork - Bacon Cooked Slcd|7894784548103|97.21|17.0684
1874|Wine - Red Cabernet Merlot|7893696959947|107.2|96.2241
1875|Praline Paste|7891181578437||32.8767
1876|Oil - Safflower|7895569005565|315.61|48.9539
1877|Pumpkin - Seed|7898893962741|401.09|86.239
1878|Cup - 3.5oz Foam|7896263824709|897.9|65.515
1879|Uniform Linen Charge|7893911543583|420.09|33.9677
1880|Mushroom - Enoki Dry|7893319935920|42.86|69.68
1881|Wine - Magnotta - Red Baco|7893062344003|469.19|52.2794
1882|Wine - Blue Nun Qualitatswein||642.33|87.6519
1883|Yogurt - Strawberry 175 Gr|7892021734624|675.54|93.2352
1884|V8 Pet|7892255821261|764.88|42.0365
1885|Skirt - 29 Foot|7897636217789|199.43|29.7737
1886|Soap - Mr.clean Floor Soap|7894315593084|320.19|54.1009
1887|Soupfoamcont12oz 112con|7891848574699|418.63|97.3619
1888|Bread Cranberry Foccacia|7890782284907|108.08|84.3551
1889|Longos - Chicken Cordon Bleu|7895386174037|357.51|1.4951
1890|Wine - Penfolds Koonuga Hill|7892185843541|150.06|43.9142
1891|Bread - Raisin Walnut Oval|7894990992021|347.29|6.7722
1892|Beef - Montreal Smoked Brisket|7896028016939|205.47|47.8361
1893|Longos - Chicken Wings|7891760313773|234.41|92.9435
1894|Cake - Mini Cheesecake|7892925036647|426.48|36.9496
1895|Herb Du Provence - Primerba|7892346583911|161.94|71.0271
